Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
CALC_AVG_PESO;Weight;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
CALC_AVG_HEIGHT;Height;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
CALC_AVG_CINTURA;Waist;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
CALC_AVG_CADERA;Hip;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
BMI;BMI;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
WHR;WHR;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;both;sex
CALC_AVG_SYSTOLIC_BP;Systolic Blood Pressure;Questionnaire;data/phenotypes/questionnaire.csv;Blood pressure;continuous;both;sex
CALC_AVG_DIASTOLIC_BP;Diastolic Blood Pressure;Questionnaire;data/phenotypes/questionnaire.csv;Blood pressure;continuous;both;sex
CALC_AVG_PULSE_RATE;Pulse Rate;Questionnaire;data/phenotypes/questionnaire.csv;Blood pressure;continuous;both;sex
HTA_class;Hypertension Class According to the Blood Pressure;Questionnaire;data/phenotypes/questionnaire.csv;Blood presure;continuous;both;sex
is_female;Female;Questionnaire;data/phenotypes/questionnaire.csv;Sociodemographic;binary;both;sex
is_lefthanded;Left Handed;Questionnaire;data/phenotypes/questionnaire.csv;Sociodemographic;binary;both;sex
has_highereducation;High Education Level;Questionnaire;data/phenotypes/questionnaire.csv;Sociodemographic;binary;both;sex
is_livingalone;Living Alone;Questionnaire;data/phenotypes/questionnaire.csv;Sociodemographic;binary;both;sex
cont_freckles;Freckles;Questionnaire;data/phenotypes/questionnaire.csv;Phototype;continuous;both;sex
is_redhaired;Red Haired;Questionnaire;data/phenotypes/questionnaire.csv;Phototype;binary;both;sex
has_fairhair;Fair Hair;Questionnaire;data/phenotypes/questionnaire.csv;Phototype;binary;both;sex
has_bluegreeneye;Blue/Green Eyes;Questionnaire;data/phenotypes/questionnaire.csv;Phototype;binary;both;sex
cont_skintone_darktolight;Skin Tone: Dark to Light;Questionnaire;data/phenotypes/questionnaire.csv;Phototype;continuous;both;sex
cont_healthstatus_goodtobad;Self-Reported Health Status (Good to Bad);Questionnaire;data/phenotypes/questionnaire.csv;Health;continuous;both;sex
cont_mh_nervousness;MH: Nervous;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_mh_feelingdown;MH: Feeling Down;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_mh_calm;MH: Calm;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_mh_sad;MH: Sad;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_mh_happy;MH: Happy;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_mh_inability;MH: Inability;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
cont_agemenarche;Age at Menarche;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
cont_agemenopause;Age at Menopause;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
cont_pregnancy;Number of Pregnancies;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
cont_femalenchildren;Female: Number of Children;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
cont_agebeard;Age Beard;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;continuous;male;
cont_agevoicechange;Age Voice Change;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;continuous;male;
cont_malenchildren;Male: Number of Children;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;continuous;male;
father_age_at_death;Father's Age at Death;Questionnaire;data/phenotypes/questionnaire.csv;Family;continuous;both;sex
mother_age_at_death;Mother's Age at Death;Questionnaire;data/phenotypes/questionnaire.csv;Family;continuous;both;sex
cont_nsiblings;Number of Siblings;Questionnaire;data/phenotypes/questionnaire.csv;Family;continuous;both;sex
mets_semana;METS per Week;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
mets_libre;METS per Week in Sport;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
sedentarisme;Hours of Sedentarism per Week;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
ubes_semana;Standard Drinks per Week;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
fototipo_score;Fitzpatrick Skin Score;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
predimed_score;PREDIMED Score;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
predimed_high;High PREDIMED Score;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;binary;both;sex
cont_smokingstartage;Smoking Starting Age;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
smoking_packs_year;Smoking Packs per Year;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
smoking_status;Ever Smoker;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;binary;both;sex
mhi5_score;MHI5;Questionnaire;data/phenotypes/questionnaire.csv;Mental Health;continuous;both;sex
asma_score;Asthma Score;Questionnaire;data/phenotypes/questionnaire.csv;Health;continuous;both;sex
civil_status_ever_married;Ever Married;Questionnaire;data/phenotypes/questionnaire.csv;Sociodemographic;binary;both;sex
coffee_intake;Coffee Intake;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
tea_intake;Tea Intake;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
cont_agefirstbirth;Age at First Birth;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
cont_replifespan;Reproductive Lifespan;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;continuous;female;
oc_use;Oral Contraceptive Use;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;binary;female;
hrt_use;Hormone Use;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;binary;female;
ord_birthweight;Birth Weight;Questionnaire;data/phenotypes/questionnaire.csv;Measurements;continuous;female;
ever_pregnant;Ever Pregnant;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;binary;female;
ever_pregnancyloss;Ever Pregnancy Loss;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;binary;female;
ever_multipreg;Ever Multiple Pregancy;Questionnaire;data/phenotypes/questionnaire.csv;Women Health;binary;female;
is_vegetarian;Vegetarian;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;binary;both;sex
is_vegan;Vegan;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;binary;both;sex
cont_sleephours;Sleep Hours;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
cont_nolaborablesleephours;Sleep Hours: Non-working Days;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
cont_laborablesleephours;Sleep Hours: Working Days;Questionnaire;data/phenotypes/questionnaire.csv;Lifestyle;continuous;both;sex
prostate;Prostate Disease;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;binary;male;
baldness_20_binary;Bald at Age 20;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;binary;male;
baldness_30_binary;Bald at Age 30;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;binary;male;
baldness_40_binary;Bald at Age 40;Questionnaire;data/phenotypes/questionnaire.csv;Men Health;binary;male;
ndvi;NDVI;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
no2_elapse;NO2;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
pm25_elapse;PM25;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
o3_elapse;O3;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
bc_elapse;Black Carbon;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
ip2011;IP2011;Questionnaire;data/phenotypes/questionnaire.csv;Exposome;continuous;both;sex
Fatty_acyl_chains;Fatty acyl chains (%);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
MUFA;Monounsaturated fatty acids (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Oleic_acid;Oleic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Omega_3;Omega-3 (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
ARA_EPA;Arachidonic acid + Eicosapentaenoic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Palmitic_acid;Palmitic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Stearic_acid;Stearic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
PUFA;Polyunsaturated fatty acids (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
DHA;Docosahexaenoic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Linoleic_acid;Linoleic acid (mM);Metabolites;data/phenotypes/metabolites.csv;Fatty acyls;continuous;both;sex,chylomicrons
Phosphatidyl_Choline;Phosphatidylcholine (mM);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_30_0;Phosphatidylcholine diacyl C30:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_31_0;Phosphatidylcholine diacyl C31:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_32_0;Phosphatidylcholine diacyl C32:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_32_1;Phosphatidylcholine diacyl C32:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_32_1_e;Phosphatidylcholine acyl-alkyl C32:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_32_2;Phosphatidylcholine diacyl C32:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_33_0;Phosphatidylcholine diacyl C33:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_33_1;Phosphatidylcholine diacyl C33:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_0;Phosphatidylcholine diacyl C34:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_1;Phosphatidylcholine diacyl C34:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_1_e;Phosphatidylcholine acyl-alkyl C34:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_2;Phosphatidylcholine diacyl C34:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_2_e;Phosphatidylcholine acyl-alkyl C34:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_3;Phosphatidylcholine diacyl C34:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_3_e;Phosphatidylcholine acyl-alkyl C34:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_34_4;Phosphatidylcholine diacyl C34:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_35_1;Phosphatidylcholine diacyl C35:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_35_2;Phosphatidylcholine diacyl C35:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_35_4;Phosphatidylcholine diacyl C35:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_0;Phosphatidylcholine diacyl C36:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_1;Phosphatidylcholine diacyl C36:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_2;Phosphatidylcholine diacyl C36:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_2_e;Phosphatidylcholine acyl-alkyl C36:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_3;Phosphatidylcholine diacyl C36:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_3_e;Phosphatidylcholine acyl-alkyl C36:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_4;Phosphatidylcholine diacyl C36:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_4_e;Phosphatidylcholine acyl-alkyl C36:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_5;Phosphatidylcholine diacyl C36:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_36_5_e;Phosphatidylcholine acyl-alkyl C36:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_37_4;Phosphatidylcholine diacyl C37:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_37_6;Phosphatidylcholine diacyl C37:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_2;Phosphatidylcholine diacyl C38:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_3;Phosphatidylcholine diacyl C38:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_3_e;Phosphatidylcholine acyl-alkyl C38:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_4;Phosphatidylcholine diacyl C38:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_4_e;Phosphatidylcholine acyl-alkyl C38:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_5;Phosphatidylcholine diacyl C38:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_5_e;Phosphatidylcholine acyl-alkyl C38:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_6;Phosphatidylcholine diacyl C38:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_38_6_e;Phosphatidylcholine acyl-alkyl C38:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_40_4;Phosphatidylcholine diacyl C40:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_40_4_e;Phosphatidylcholine acyl-alkyl C40:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_40_5;Phosphatidylcholine diacyl C40:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_40_5_e;Phosphatidylcholine acyl-alkyl C40:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_40_6;Phosphatidylcholine diacyl C40:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_42_4_e;Phosphatidylcholine acyl-alkyl C42:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PC_42_5_e;Phosphatidylcholine acyl-alkyl C42:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
Lysophosphatidyl_Choline;Lysophosphatidylcholine (mM);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_14_0;Lysophosphatidylcholine acyl C14:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_15_0;Lysophosphatidylcholine acyl C15:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_16_0;Lysophosphatidylcholine acyl C16:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_16_0_e;Lysophosphatidylcholine alkyl C16:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_16_1;Lysophosphatidylcholine acyl C16:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_16_1_e;Lysophosphatidylcholine alkyl C16:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_17_0;Lysophosphatidylcholine acyl C17:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_0;Lysophosphatidylcholine acyl C18:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_0_e;Lysophosphatidylcholine alkyl C18:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_1;Lysophosphatidylcholine acyl C18:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_2;Lysophosphatidylcholine acyl C18:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_3;Lysophosphatidylcholine acyl C18:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_18_4;Lysophosphatidylcholine acyl C18:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_0;Lysophosphatidylcholine acyl C20:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_1;Lysophosphatidylcholine acyl C20:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_2;Lysophosphatidylcholine acyl C20:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_3;Lysophosphatidylcholine acyl C20:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_4;Lysophosphatidylcholine acyl C20:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_20_5;Lysophosphatidylcholine acyl C20:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_22_5;Lysophosphatidylcholine acyl C22:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
LPC_22_6;Lysophosphatidylcholine acyl C22:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PE_36_4;Phosphatidylethanolamine acyl C36:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PE_36_5_e;Phosphatidylethanolamine alkyl C36:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PE_38_5_e;Phosphatidylethanolamine alkyl C38:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
PE_38_6_e;Phosphatidylethanolamine alkyl C38:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerophospholipids;continuous;both;sex,chylomicrons
Triglycerides;Triglycerides (mM);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_46_0;Triglycerol C46:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_46_1;Triglycerol C46:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_46_2;Triglycerol C46:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_48_0;Triglycerol C48:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_48_1;Triglycerol C48:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_48_2;Triglycerol C48:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_48_3;Triglycerol C48:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_50_0;Triglycerol C50:0 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_50_1;Triglycerol C50:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_50_2;Triglycerol C50:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_50_3;Triglycerol C50:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_50_4;Triglycerol C50:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_51_2;Triglycerol C51:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_1;Triglycerol C52:1 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_2;Triglycerol C52:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_3;Triglycerol C52:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_4;Triglycerol C52:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_5;Triglycerol C52:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_52_6;Triglycerol C52:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_2;Triglycerol C54:2 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_3;Triglycerol C54:3 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_4;Triglycerol C54:4 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_5;Triglycerol C54:5 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_6;Triglycerol C54:6 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
TG_54_7;Triglycerol C54:7 (µg/dL);Metabolites;data/phenotypes/metabolites.csv;Glycerolipids;continuous;both;sex,chylomicrons
HDL_P;Concentration of HDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Large_HDL_P;Concentration of large HDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Medium_HDL_P;Concentration of medium HDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Small_HDL_P;Concentration of small HDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
HDL_Z;Mean diameter for HDL particles (nm);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
HDL_C;Total cholesterol in HDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
HDL_TG;Triglycerides in HDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
IDL_C;Total cholesterol in IDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
IDL_TG;Triglycerides in IDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
LDL_P;Concentration of LDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Large_LDL_P;Concentration of large LDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Medium_LDL_P;Concentration of medium LDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
Small_LDL_P;Concentration of small LDL particles (mol/l);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
LDL_Z;Mean diameter for LDL particles (nm);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
LDL_C;Total cholesterol in LDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
LDL_TG;Triglycerides in LDL  (mg/dL);Metabolites;data/phenotypes/metabolites.csv;Lipoprotein lipids;continuous;both;sex,chylomicrons
