Variable;Description;Class;ClassFile;Domain;Type;Sex;Covariates
Q05;Spina bifida;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q06;Other congenital malformations of spinal cord;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q07;Other congenital malformations of nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q10;Congenital malformations of eyelid, lacrimal apparatus and orbit;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q11;Anophthalmos, microphthalmos and macrophthalmos;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q12;Congenital lens malformations;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q13;Congenital malformations of anterior segment of eye;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q14;Congenital malformations of posterior segment of eye;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q15;Other congenital malformations of eye;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q16;Congenital malformations of ear causing impairment of hearing;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q17;Other congenital malformations of ear;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q18;Other congenital malformations of face and neck;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q20;Congenital malformations of cardiac chambers and connections;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q21;Congenital malformations of cardiac septa;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q22;Congenital malformations of pulmonary and tricuspid valves;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q23;Congenital malformations of aortic and mitral valves;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q24;Other congenital malformations of heart;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q25;Congenital malformations of great arteries;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q26;Congenital malformations of great veins;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q27;Other congenital malformations of peripheral vascular system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q28;Other congenital malformations of circulatory system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q30;Congenital malformations of nose;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q31;Congenital malformations of larynx;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q32;Congenital malformations of trachea and bronchus;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q33;Congenital malformations of lung;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q34;Other congenital malformations of respiratory system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q35;Cleft palate;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q36;Cleft lip;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q37;Cleft palate with cleft lip;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q38;Other congenital malformations of tongue, mouth and pharynx;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q39;Congenital malformations of esophagus;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q40;Other congenital malformations of upper alimentary tract;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q41;Congenital absence, atresia and stenosis of small intestine;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q42;Congenital absence, atresia and stenosis of large intestine;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q43;Other congenital malformations of intestine;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q44;Congenital malformations of gallbladder, bile ducts and liver;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q45;Other congenital malformations of digestive system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q50;Congenital malformations of ovaries, fallopian tubes and broad ligaments;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q51;Congenital malformations of uterus and cervix;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q52;Other congenital malformations of female genitalia;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q53;Undescended and ectopic testicle;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q54;Hypospadias;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q55;Other congenital malformations of male genital organs;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q56;Indeterminate sex and pseudohermaphroditism;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q60;Renal agenesis and other reduction defects of kidney;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q61;Cystic kidney disease;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q62;Congenital obstructive defects of renal pelvis and congenital malformations of ureter;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q63;Other congenital malformations of kidney;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q64;Other congenital malformations of urinary system;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q65;Congenital deformities of hip;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q66;Congenital deformities of feet;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q67;Congenital musculoskeletal deformities of head, face, spine and chest;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q68;Other congenital musculoskeletal deformities;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q69;Polydactyly;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q70;Syndactyly;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q71;Reduction defects of upper limb;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q72;Reduction defects of lower limb;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q73;Reduction defects of unspecified limb;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q74;Other congenital malformations of limb(s);ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q75;Other congenital malformations of skull and face bones;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q76;Congenital malformations of spine and bony thorax;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q77;Osteochondrodysplasia with defects of growth of tubular bones and spine;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q78;Other osteochondrodysplasias;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q79;Congenital malformations of musculoskeletal system, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q80;Congenital ichthyosis;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q81;Epidermolysis bullosa;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q82;Other congenital malformations of skin;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q83;Congenital malformations of breast;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q84;Other congenital malformations of integument;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q85;Phakomatoses, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q86;Congenital malformation syndromes due to known exogenous causes, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q87;Other specified congenital malformation syndromes affecting multiple systems;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q89;Other congenital malformations, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q90;Down syndrome;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q91;Trisomy 18 and Trisomy 13;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q92;Other trisomies and partial trisomies of the autosomes, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q93;Monosomies and deletions from the autosomes, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q95;Balanced rearrangements and structural markers, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q96;Turner's syndrome;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q97;Other sex chromosome abnormalities, female phenotype, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q98;Other sex chromosome abnormalities, male phenotype, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
Q99;Other chromosome abnormalities, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Congenital malformations, deformations and chromosomal abnormalities;binary;both;sex
R00;Abnormalities of heart beat;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R01;Cardiac murmurs and other cardiac sounds;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R03;Abnormal blood-pressure reading, without diagnosis;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R04;Hemorrhage from respiratory passages;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R05;Cough;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R06;Abnormalities of breathing;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R07;Pain in throat and chest;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R09;Other symptoms and signs involving the circulatory and respiratory system;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R10;Abdominal and pelvic pain;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R11;Nausea and vomiting;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R12;Heartburn;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R13;Aphagia and dysphagia;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R14;Flatulence and related conditions;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R15;Fecal incontinence;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R16;Hepatomegaly and splenomegaly, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R17;Unspecified jaundice;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R18;Ascites;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R19;Other symptoms and signs involving the digestive system and abdomen;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R20;Disturbances of skin sensation;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R21;Rash and other nonspecific skin eruption;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R22;Localized swelling, mass and lump of skin and subcutaneous tissue;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R23;Other skin changes;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R25;Abnormal involuntary movements;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R26;Abnormalities of gait and mobility;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R27;Other lack of coordination;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R29;Other symptoms and signs involving the nervous and musculoskeletal systems;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R30;Pain associated with micturition;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R31;Hematuria;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R32;Unspecified urinary incontinence;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R33;Retention of urine;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R34;Anuria and oliguria;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R35;Polyuria;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R36;Urethral discharge;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R37;Sexual dysfunction, unspecified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R39;Other and unspecified symptoms and signs involving the genitourinary system;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R40;Somnolence, stupor and coma;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R41;Other symptoms and signs involving cognitive functions and awareness;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R42;Dizziness and giddiness;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R43;Disturbances of smell and taste;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R44;Other symptoms and signs involving general sensations and perceptions;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R45;Symptoms and signs involving emotional state;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R46;Symptoms and signs involving appearance and behavior;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R47;Speech disturbances, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R48;Dyslexia and other symbolic dysfunctions, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R49;Voice and resonance disorders;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R50;Fever of other and unknown origin;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R51;Headache;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R52;Pain, unspecified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R53;Malaise and fatigue;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R54;Age-related physical debility;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R55;Syncope and collapse;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R56;Convulsions, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R57;Shock, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R58;Hemorrhage, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R59;Enlarged lymph nodes;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R60;Edema, not elsewhere classified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R61;Generalized hyperhidrosis;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R62;Lack of expected normal physiological development in childhood and adults;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R63;Symptoms and signs concerning food and fluid intake;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R64;Cachexia;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R65;Symptoms and signs specifically associated with systemic inflammation and infection;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R68;Other general symptoms and signs;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R69;Illness, unspecified;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R70;Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R71;Abnormality of red blood cells;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R73;Elevated blood glucose level;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R74;Abnormal serum enzyme levels;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R75;Inconclusive laboratory evidence of human immunodeficiency virus [HIV];ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R76;Other abnormal immunological findings in serum;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R77;Other abnormalities of plasma proteins;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R78;Findings of drugs and other substances, not normally found in blood;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R79;Other abnormal findings of blood chemistry;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R80;Proteinuria;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R81;Glycosuria;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R82;Other and unspecified abnormal findings in urine;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R83;Abnormal findings in cerebrospinal fluid;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R84;Abnormal findings in specimens from respiratory organs and thorax;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R85;Abnormal findings in specimens from digestive organs and abdominal cavity;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R86;Abnormal findings in specimens from male genital organs;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R87;Abnormal findings in specimens from female genital organs;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R88;Abnormal findings in other body fluids and substances;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R89;Abnormal findings in specimens from other organs, systems and tissues;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R90;Abnormal findings on diagnostic imaging of central nervous system;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R91;Abnormal findings on diagnostic imaging of lung;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R92;Abnormal and inconclusive findings on diagnostic imaging of breast;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R93;Abnormal findings on diagnostic imaging of other body structures;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R94;Abnormal results of function studies;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R97;Abnormal tumor markers;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
R99;Ill-defined and unknown cause of mortality;ICD_codes;data/phenotypes/icd_codes.csv;Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified;binary;both;sex
S00;Superficial injury of head;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
S01;Open wound of head;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
S02;Fracture of skull and facial bones;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
S03;Dislocation and sprain of joints and ligaments of head;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
S04;Injury of cranial nerve;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
S05;Injury of eye and orbit;ICD_codes;data/phenotypes/icd_codes.csv;Injury, poisoning and certain other consequences of external causes;binary;both;sex
